MAIN_ID,ra,dec,pmRA,pmDE,Vmag,Umag
HD 213240,337.7515271512475,-49.4332687479611,-136.026,-193.926,6.80,
HD  59610,112.5090076154928,-19.5266512801804,-1.493,-1.783,6.68,
HD 217649,345.4643995195547,+34.6125383295265,26.327,-32.514,6.73,
HD  61312,113.3408465026751,-68.7685253466075,-4.843,-10.868,6.59,
HD  56031,108.9142894866441,+07.9777452516144,23.041,2.457,5.82,9.13
HD 126226,216.7969905560361,-66.5680242188411,-6.430,-5.153,6.56,
HD 177442,286.2349066230663,-04.0408754186748,1.518,-38.492,6.81,
HD 106000,183.0031573201257,-64.5104033425078,-7.833,-0.725,6.555,6.94
HD 161840,267.2936548450,-31.7032066228,5.55,-9.09,4.797,
HD 127317,218.4571662708641,-67.6176565329360,-9.995,-10.945,6.928,
*  78 Her,262.9565801220546,+28.4075001077401,7.414,26.635,5.650,5.620
* gam Hyi,056.8097525879,-74.2389635022,50.85,114.74,3.26,6.87
*  18 Vul,302.6397377824173,+26.9041675715908,18.785,12.694,5.507,
HD 164257,270.0304789084372,+06.5539253165631,4.015,-4.700,6.78,
*  28 And,007.5306778429045,+29.7515534743601,44.983,-55.668,5.214,
V* S CrB,230.3498170033211,+31.3673799967067,-7.73,-13.03,5.80,7.51
HD  55730,108.6359201395629,+12.1158240115324,-49.443,-17.063,5.702,
*   3 Gem,092.4332709466414,+23.1134885953329,-0.065,-7.906,5.75,5.33
HD  32356,076.6237976574912,+61.1697423660588,38.783,-79.187,5.994,
HD  55184,108.0312173098115,+05.4743524311386,-21.062,-4.497,6.152,
* sig Cap,304.8483500907378,-19.1185268515214,8.07,-11.31,5.265,
HD  36040,082.7027115120227,+41.4619933059160,2.181,-35.423,5.991,
HD 178175,287.0695899817980,-19.2902886885188,6.384,-1.020,5.49,4.79
HD 105115,181.5541314077350,-38.6756788140998,-22.508,-9.883,6.88,
* tet TrA,248.9367468421850,-65.4954021605677,35.117,-29.356,5.500,
HD  89104,153.8193295688165,-54.9742061796255,-13.077,2.464,6.134,5.18
HD 141832,238.0533545894387,-29.8865316110558,-135.240,-99.087,6.382,
* iot Ori B,083.8602322410440,-05.9123465817102,1.556,1.653,7.00,
HD    942,003.4260165781580,-26.0223507876307,38.130,-76.836,5.937,
HD  20335,047.5805786945463,-74.2970934443903,51.842,279.206,6.90,
HD 160917,266.1826626566564,-46.0426121995513,9.898,-8.596,6.72,
* gam Lup,233.78520145,-41.16675687,-15.62,-25.43,2.765,1.76
HD 162648,268.0002914527154,+04.4872963227606,-0.257,-0.631,6.72,
HD 136118,229.7311375670913,-01.5923882277661,-123.748,22.522,6.94,
HD  44318,095.4373570064656,+12.8619394630177,-4.866,-7.241,6.67,
* chi Oct,283.6964157269110,-87.6058453898225,-36.519,-135.219,5.278,
HD     71,001.4155186561778,+55.7098941744414,6.861,-1.842,6.98,
HD  82514,142.8876915260781,-35.7147485268663,156.031,-173.000,5.87,
HD  37958,085.5733896282115,+02.3671806621778,-3.814,-5.447,6.66,
BD+01   938B,078.381375,+01.967608,7.2,1.7,6.90,
HD 138488A,233.289642,-24.490417,-30.6,-30.6,6.91,
HD  78676,137.1813805698550,-26.7675987046493,-45.890,11.435,6.144,
HD 160675,266.4567340756219,-64.3252810882097,7.113,-17.689,6.93,
* del Dra,288.1387581854,+67.6615404392,95.74,91.92,3.07,4.85
HD 215705,341.5877645139115,+46.2150840926336,10.015,-20.137,6.53,
HD 174481,282.0669811306793,+48.7675541331731,-18.213,48.282,6.120,6.410
HD 156362,258.9953834806448,+27.1341268917736,-38.347,-88.072,6.572,
BD+09  2882A,215.8445672839071,+08.4466188274461,-75.824,-9.329,5.037,
M  31,010.684708,+41.268750,,,3.44,4.86
HD 184985,294.3933880274606,-14.3018031458986,-104.279,-145.426,5.451,
HD  57919,109.8846105374892,-61.1449770498759,-6.07,10.67,6.73,
*  15 Boo,213.7118655581675,+10.1006073400331,-18.638,-164.250,5.32,
V* V336 Vel,151.2576855696601,-56.8979167210753,3.580,17.822,6.84,
HD 205244,323.5318321750212,-04.3681621386096,48.701,2.728,6.68,
* zet Her,250.32150433,+31.60271870,-461.52,342.28,2.800,3.640
HD  31414,073.7784344807955,-16.7406661531695,5.542,-7.700,5.688,
HD  78891,137.5431076090123,-16.8626109179563,-36.135,4.979,6.97,
HD  73089,128.7976220624271,-34.0242978742347,-15.075,43.184,6.692,
* pi. PsA,345.8742355519971,-34.7494118493112,72.789,83.569,5.124,
HD 113823A,196.851267,-59.860469,-13.2,-10.8,6.073,
HD 219977,349.5060879668732,+79.8743294680377,23.409,5.415,6.98,
* g Aql,285.7270877195597,-03.6989689105339,15.558,2.571,5.40,
HD  38309,086.2575319253621,+04.0082305777183,-0.002,-39.231,6.089,
HD 223705,357.9618903201118,+42.9098256678914,-12.141,-5.480,6.800,8.630
* ups Aqr,338.6734862638297,-20.7082151474235,220.383,-147.225,5.203,
*  66 UMa,178.9934049499342,+56.5985571372232,8.772,-2.094,5.824,
HD 150483,250.2139163198959,+12.3950415445429,-31.900,-6.486,6.061,
HD  37338,085.0121113275203,+43.3243566921877,-18.324,-40.644,6.95,
*  56 Per A,066.1560875738088,+33.9598030011789,43.818,-90.502,5.795,
HD 154368,256.6182033016498,-35.4510444319920,1.218,-2.206,6.13,6.10
HD  42035,092.1959680271508,+08.6694344757416,2.385,-9.189,6.55,
HD 179201,288.1168322678402,-21.6583819943190,33.374,-22.332,6.390,
HD 199342,314.9209409600546,-62.8773113485914,24.065,6.810,6.86,
HD  68862,123.2148128819716,-37.9244740370395,-4.726,-0.794,6.39,6.62
HD 161573,266.5305210472154,+05.5301936395736,-0.957,-6.445,6.848,
HD   1879,005.7682962562567,-15.9425314339759,76.280,25.991,6.425,
HD   3856,010.5142499761230,+66.1475930966571,-10.327,-7.975,5.821,
HD 141675,236.9080298329696,+55.3766264429230,13.362,4.001,5.878,
HD 188166,297.5911550807564,+61.2090684132436,-25.203,39.206,6.70,
HD 219402,348.8927397833306,-03.4963789726772,-13.040,-2.147,5.55,
*  54 Vir A,198.3618104273162,-18.8264051782436,-23.438,-9.569,6.777,
* eps Gem,100.9830260792,+25.1311254122,-5.57,-12.36,2.98,5.85
HD 121496,208.9713253232089,-09.7552827101082,4.699,11.762,6.84,
* bet Cam,075.8545401287,+60.4422470908,-6.50,-14.15,4.02,5.57
HD  52904,104.7804531582605,-60.8420329178968,-0.460,-6.680,6.95,
V* GM Lup,226.1787364291643,-40.8613453105335,-5.52,-38.09,6.40,
V* HZ Lup,226.6383237750265,-30.9184824740679,-25.021,-33.916,5.977,
HD  21551,052.6539506475269,+48.1036048627880,23.879,-27.118,5.82,5.46
HD  41296,090.1488973729659,-58.1020893599475,9.830,25.784,6.95,
[SC96] GC 244,268.65,-33.95,,,6.79,
HD 219912,349.9297852849505,-33.7080525386458,44.221,-37.874,6.349,
HD 161193,265.3408240245615,+51.8181746112892,-37.051,-11.239,5.994,
HD  36410,082.9408727043054,+05.3084844537104,26.570,-11.364,6.67,
V* T Aur,082.9963248117502,+30.4458427040077,1.407,-6.367,4.10,4.80
*  87 Gem,102.9999462240865,+23.6017184884504,-40.436,-8.080,5.671,
*  89 Cen A,180.901390404,-39.009057022,-383.4,-39.3,7.00,
HD   6416,016.5950695696814,+62.7613895102507,102.367,-31.878,6.523,
HD 208500,330.4692225791628,-77.6625422082982,-11.999,-5.972,6.389,
HD 171461,278.0474135171259,+52.1155352471153,-4.683,1.962,6.565,
V* LS CMa,105.2747763452714,-25.2156329308254,-4.683,5.125,5.635,
HD 195714,308.0377150987237,+22.8243322878030,2.90,-5.91,6.51,
HD  47768,099.4092094514545,-49.5278574508954,-35.322,18.890,7.00,
*   8 Ser,230.9321240978453,-01.0223851150251,75.072,-29.306,6.105,
HD 101853,175.9048465791524,+41.7224517087807,21.908,-9.228,6.704,
*  94 Cet,048.1934871152508,-01.1960971767447,193.250,-69.293,5.070,
HD 172424,279.9649929865163,+07.3585984540207,-0.241,-45.432,6.265,
HD  67934,126.1375070584341,+82.4307606892542,-18.205,-24.174,6.280,6.330
HD 124291,212.9045643142025,+42.3407186458769,-39.187,15.681,6.87,
* iot Cap,320.5616485325,-16.8345443886,30.00,4.52,4.27,5.74
HD  40100,088.9703092194145,-21.6894254311379,11.569,-104.251,6.78,
HD  53329,106.5482967616932,+34.4739684692940,-53.843,-48.918,5.551,
HD 198437,312.3002610973531,+35.5635644435724,11.718,-29.231,6.650,10.280
*   6 Sex,147.8084632067421,-04.2433468510938,12.847,-27.615,6.016,
HD  27971,066.5262954920683,+31.4389088087221,71.993,-123.531,5.284,
HD 171745B,278.876688,+23.605725,5.2,2.8,6.51,
HD 169009,275.7587682549432,-10.2189306395107,9.658,-18.740,6.313,
HD 174487,282.6069461074775,+07.4582396773766,-3.629,-42.310,6.89,
* ksi Sco A,241.0923134905249,-11.3732048544433,-74.341,-32.912,5.16,
*  42 Cas,025.7327576595333,+70.6225250049924,76.763,-13.955,5.174,
V* S Gru,336.5228111058395,-48.4385399920368,24.336,-5.336,6.00,7.72
HD  51546,104.2631981709872,-17.0985613814125,15.118,-9.296,6.90,
HD 105434,182.0809463067303,-34.6749372415997,-62.765,5.515,6.73,
HD 120934,208.0766934966409,+12.1651380555034,27.112,-8.640,6.098,
*  90 Leo A,173.6770474306304,+16.7969169003581,-9.531,-0.520,6.289,
HD 149485,249.7195285966240,-60.9904090970363,5.539,-32.241,6.150,
HD  91533,158.1992053351701,-58.6667434646311,-6.551,2.402,6.006,6.12
HD 124186,212.8130031667636,+32.2958919323901,-22.754,37.910,6.129,
HD  16955,040.9635141954912,+25.6383475307197,-5.729,5.909,6.39,
V* V829 Ara,258.5558556524503,-56.8885249035217,2.760,-7.033,6.105,
HD  65189,118.7517726033323,-52.5833270327712,-13.624,11.624,6.356,
HD 200877,316.4522398874278,+15.3272181542678,85.100,-80.166,6.640,7.070
HD  32273,075.5000947271631,+01.6088653616551,-5.547,8.461,6.511,
HD 141155,231.7937209164261,+84.8252351731449,13.014,-52.282,6.87,
V* IZ Aqr,323.6782005130502,+01.8291546621869,13.153,-8.518,6.54,
HD 129974,221.3397832065758,+10.5989975972237,-14.766,5.072,6.91,
HD 205087,323.1125577484797,+23.3945848466909,28.011,3.502,6.680,
*  50 Her,252.6623274654120,+29.8065400574651,-5.466,-2.729,5.72,9.24
HD  93993,162.7854741390797,+11.5787730234300,-75.069,-33.146,6.84,
*  41 Aur B,092.9023161997274,+48.7130702287537,17.183,-53.536,6.84,
NAME SMC,013.1583,-72.8003,0.772,-1.117,2.2,
HD  93563,161.7394693383,-56.7571916711,-20.79,-0.35,5.23,4.82
HD 223331,357.1474605302435,+36.2745451464217,-9.749,-8.054,6.97,
HD  10110,025.0545867622436,+53.8682778816167,-16.346,-4.458,6.370,9.990
V* GZ Eri,064.5669863400867,-20.7152588216766,5.10,19.85,6.052,
HD  33266,078.2617277902510,+61.8500410090093,-12.055,2.037,6.167,
HD  94669,164.0604932199785,+42.0081553214135,14.705,-97.520,6.034,
V* V1334 Cyg,319.8424051929872,+38.2374631634801,3.740,0.326,5.882,
HD 171819,279.8095670920022,-47.9097681686890,23.375,14.808,5.840,
V* V1045 Ori,083.7248505781370,-04.1104157936916,-6.632,-1.262,6.709,6.08
HD  12173,030.7935437633696,+73.8505690303593,-27.306,1.790,6.150,6.430
HD  44666,095.1123261637734,-49.1043210435592,2.450,-2.425,6.80,
HD   4014,010.7197918153799,+16.6624623464791,-34.183,-84.991,6.540,8.930
V* CN Dra,296.6861792777686,+68.4380084098371,-3.673,-8.460,6.331,
* iot Hya,144.9640060237,-01.1428093031,46.96,-62.39,3.91,6.68
* pi. Cap,306.8300061206417,-18.2116957666098,16.914,-16.983,5.14,
HD  69655,123.8550591448461,-52.0602980024740,-5.853,-56.762,6.619,
HD  72908,128.8539804537636,+02.7434534119380,-2.801,4.914,6.332,
HD 185999,295.1709887960479,+31.4064966424555,3.683,0.093,6.98,
CCDM J05265+0256AB,081.63007539,+02.93590501,-0.93,-6.48,6.53,6.33
* zet Cha,143.4724003637,-80.9412593611,-34.81,14.18,5.059,4.4
HD  49662A,102.240573671,-15.144726886,-0.7,-6.9,5.59,
HD 117000,202.2288399973050,-62.1022796378376,-5.533,-1.650,6.64,8.28
HD  32781,078.64800943,+76.47275995,-8.35,-3.81,6.420,
BD+09  2882B,215.8441630800612,+08.4449073901978,-83.783,-4.601,6.735,
* b Per,064.5609037442,+50.2955015944,45.42,-56.72,4.594,
HD 127065,217.0684993839614,+36.1970266588767,-22.524,2.394,6.200,8.580
* iot01 Mus,201.2796642628750,-74.8878197792048,-107.80,-132.25,5.040,
HD  73598,129.9613162134194,+19.5408131192424,-35.061,-14.093,6.60,
HD 166155,271.4997207958276,+57.3593602321453,4.348,59.733,6.96,
HD 198794,312.7375512844109,+48.0304929533245,22.503,34.533,6.962,
HD 196120,308.50819260,+34.67901695,9.17,-0.49,6.765,6.07
HD  10725,026.18198303,-06.76616487,9.61,4.31,6.5,
*  25 Cam,085.9941204974822,+54.8648252007738,-10.498,-17.534,6.94,
HD 220790,351.8124707138196,-58.4761095345036,52.669,70.171,5.636,
HD 115930,200.0612427955458,+03.2875301220981,5.796,-9.665,6.96,
HD  75989,132.9816355907322,-40.9865842094764,-8.920,5.796,6.478,
HD 199612,314.1078967158823,+49.1958307103043,14.334,13.067,5.913,
HD 200751,317.1362252778441,-63.9282617034741,-5.264,3.781,5.750,
NGC   104,006.022329,-72.081444,5.25,-2.53,4.09,
HD 222004,354.2724210958567,-31.8711362448761,43.318,-1.784,6.54,
HD 131528,223.3799472342984,+19.8883970560478,4.972,-53.629,6.94,
HD  49001,101.3473498453090,-23.4624305364715,-21.084,23.379,6.033,
* tau Aql,301.0346460764308,+07.2779640313467,14.039,12.141,5.508,
HD   6037,015.4110195689834,-16.2655721593356,71.304,-90.990,6.47,
* ome Phe,015.5075847268181,-57.0023880118974,6.055,17.388,6.100,
HD   6960,017.8565457803504,+64.2026781686747,40.546,-19.054,5.548,
*   8 Lep,080.8756504035592,-13.9273499117536,0.324,-1.745,5.229,
HD 152493,254.5645643599037,-65.2045441283684,-10.079,-54.934,6.52,
HD 201939,317.9869255854002,+30.6191420331490,54.959,26.108,6.53,
* eps Cyg,311.5528431704,+33.9702569239,355.66,330.60,2.480,4.370
* tau01 Aqr,341.9282081495007,-14.0564283008010,29.960,-9.009,5.681,
HD 194783,307.1947662658151,-35.5958629039827,2.729,-21.653,6.077,
HD 183339,291.4448555001284,+58.0273198745679,-2.390,4.865,6.594,5.88
HD  96113,166.1300028307444,-47.6791039336944,-116.025,32.193,5.668,
* lam02 Phe,008.9215667530668,-48.0009080541472,46.182,-101.268,5.510,
HD  45044,096.4252930851797,+14.0926863780092,-3.997,-1.434,6.88,
* 109 Vir,221.5621889996,+01.8928845822,-114.03,-22.13,3.73,3.69
* kap Hya,145.0765206637,-14.3322965108,-23.41,-21.10,5.052,
HD  36059,082.1770351982248,-08.3766721936911,-14.081,3.218,6.75,
* eps02 Lyr B,281.0957658184246,+39.6127921400375,4.138,66.448,5.35,
HD 221081,352.2527641279,-09.2661035672,-44.27,-26.30,6.191,
HD 149392,250.1976436962917,-72.2996091835058,18.644,28.272,6.56,
HD 108147,186.4427793025954,-64.0220875076097,-182.519,-60.777,6.994,
HD 136672,231.5613466337688,-68.3091658856369,123.888,9.114,5.892,
V* V2124 Cyg,308.2774389418054,+54.4569664341710,14.366,3.918,6.82,
HD  62475,115.7627030842659,-27.6683755502022,-23.263,13.664,6.93,
HD  84101,145.2335330091407,-54.9834301574245,-16.715,4.703,6.92,6.32
V* U Cep,015.5768400267176,+81.8755780356787,24.142,-4.336,6.92,
HD  81990,141.6960315400544,-59.5787738944091,-10.952,12.132,6.512,
* phi UMa,148.02647655,+54.06433229,-6.00,19.16,4.557,
HD  26663,063.2343294409067,-06.3883227856788,15.878,-116.025,6.76,
V* V1068 Sco,253.4267661391391,-43.0509690465228,-16.102,-32.688,6.06,
HD 204007,321.2489825945162,+27.4179976175623,4.772,-4.498,6.99,
*  13 Cas,007.8551219776453,+66.5196171338667,18.883,-4.013,6.165,
HD  22515,053.6787381665877,-54.3222716262110,53.597,50.434,6.84,
* rho Oct,235.8205284509139,-84.4652749967379,137.101,96.007,5.568,
*  57 UMa,172.26717480,+39.33697553,-53.63,13.63,5.354,
*   6 CVn,186.4622411004063,+39.0186165248087,-77.335,-33.782,5.01,
V* R Cyg,294.2056513627978,+50.1999221535326,-3.158,-5.755,6.10,
HD 183656,292.6380083102528,+03.4444050803033,11.717,3.089,6.082,5.69
HD 210011,331.3078594579,+63.5784172989,22.81,1.31,6.94,
HD  45910,097.6372385543004,+05.8670015964120,0.303,-1.344,6.85,6.64
* omi01 Cen,172.9419490973975,-59.4420596602895,-4.069,1.353,5.097,
*  46 Cen,166.8195391328217,-42.6386772249328,-83.304,40.843,5.24,
HD  98922,170.6319752350480,-53.3698488973079,-8.655,0.819,6.76,
HD  42278,092.4010507957221,-05.7114287473564,63.741,1.743,6.148,
*  75 Psc,016.6401109867384,+12.9560374883376,13.697,26.489,6.144,
HD   1375,004.4846069325281,+12.7714668247346,-7.071,-19.174,6.530,8.200
HD  43940,094.2898518332766,-37.2535493852764,-10.905,-23.852,5.872,
HD  59507,112.9818086086080,+38.8960677493875,-40.395,-24.058,6.54,
HD  81694,141.6654404877290,-24.1678494822682,-43.361,7.874,6.898,
HD 135468,229.2290229990617,-46.2023563278563,-132.341,-27.090,6.45,
* tau Scl A,024.035412037,-29.907344111,105.1,38.2,5.93,
HD  45638,097.2506335624863,+11.0192427706641,6.063,-32.064,6.590,6.890
* psi04 Aur,100.7707210688376,+44.5244531603631,-44.752,-30.938,5.02,8.33
HD 183085,291.9212118199778,+04.7097158418941,16.568,8.973,6.72,
HD  37756,085.2113124075,-01.1287879300,-1.50,-0.84,4.95,3.91
HD  71099,126.2431381506006,-15.2941452135919,-33.528,21.865,6.76,
HD 155875,260.05282618,-70.04536714,-47.24,-197.44,6.52,
*  79 Cnc,137.5869100621290,+21.9964166672370,2.933,5.027,6.011,
[SC96] GC  45,260.10,-29.35,,,6.51,
HD 160451,264.5788969221231,+36.7472873685359,28.592,1.561,6.770,9.240
* x Vel,159.8266380958,-55.6032673175,-18.80,4.85,4.267,
* ksi Cap,303.1077942824933,-12.6174981732911,192.35,-196.20,5.85,
HD  19019,045.9617293140513,+06.1333014771739,232.053,49.804,6.926,
HD  23838,057.5184403512700,+44.9678740470804,-41.027,-32.545,5.657,
* g Vel,132.4484894368399,-45.3078707165377,-11.490,13.450,4.935,
HD 170547,277.5595528078129,-05.7241748572279,0.278,-15.995,6.263,
HD  25245,059.5634695047246,-49.6100106067005,15.820,37.575,6.93,
* G CMi,120.5664024579,+02.3345700550,-28.63,105.27,4.38,6.91
HD  67458,121.7521761547134,-29.4029379489162,339.709,-355.219,6.79,7.47
HD 201599,317.2411310828276,+47.2710032133661,25.069,1.249,6.962,
* tau03 Eri,045.5979141283,-23.6244704411,-147.25,-55.28,4.09,4.33
HD 124797,213.7565099538352,+23.6860670014289,-22.565,-20.173,6.764,
HD  87262,150.9207765831933,-09.5737892893522,-6.683,-8.655,6.097,
HD  16060,038.7672237181838,+07.4709906621871,-5.889,-117.277,6.163,
HD  36520,082.4589246779154,-47.0763343793889,28.157,-0.165,6.64,
* bet Hya B,178.227274775,-33.907975700,-56.3,-2.0,5.47,
HD  16526,039.6392392067258,-20.4562529359820,-15.959,-49.338,6.72,
HD 160810,265.8583220922254,-35.2976643855132,-0.129,-1.498,6.96,
HD 193472,305.0007875880738,+13.5480871383647,-4.237,-4.682,5.938,
HD  74794,131.5103147710243,-02.0486535363188,40.142,46.130,5.685,
HD  68018,122.6681943647824,+02.9494535598690,-48.520,-25.931,6.93,
*   1 Ari,027.53570767,+22.27533610,-16.52,-8.25,5.86,7.10
*  59 Hya A,224.663570446,-27.657305381,-44.4,-10.7,6.13,
HD  23741,057.3889692113666,+47.9824774581389,12.988,-26.638,6.95,
HD  85129,147.3881292531292,-11.7849724382994,-36.297,9.980,6.79,
HD  61038,114.4620943041103,+14.0419777120386,29.636,-93.031,6.78,
V* RZ Cas,042.2312902234048,+69.6342893180020,2.913,37.474,6.26,
HD 205186,323.6667248663321,-36.6469939291715,3.737,-7.758,6.87,
HD  21856,053.1667291278837,+35.4617254992261,-8.862,1.400,5.900,4.96
HD 204710,322.2763977006035,+44.9230766730972,-2.296,-3.107,6.941,6.97
HD  67621,121.6733646804416,-48.4973873090492,-6.335,9.665,6.317,5.31
HD 156971,260.2192927516548,-10.6964108536388,51.789,-22.878,6.454,
HD 158974,262.7307224406812,+31.1581388023592,2.799,15.417,5.633,
HD  65257,119.6311280215443,+16.5186816478945,-8.16,-3.54,6.002,
HD  27157,064.8045418194719,+42.3811946559403,-21.001,-56.552,6.967,
HD 173545,283.3065681187600,-73.6296659628142,0.887,-21.050,6.91,
HD  84567,146.3416956063938,-30.2027488550489,-11.110,5.470,6.45,5.38
*  33 Boo,219.7092687063625,+44.4044994117280,-67.247,-17.749,5.387,
*  25 Sco,251.7139374058460,-25.5285735250443,-4.165,-15.630,6.72,
HD 210524,332.8631279530616,-27.1523711288681,9.411,-34.781,6.86,
HD 216635,343.5753612376163,+17.7949951990127,8.372,-24.133,6.603,
HD  54989,107.7981734450265,+03.1916216900335,-15.289,-4.686,6.72,
HD  20193,048.9464234481837,+32.8567137950001,-9.474,19.521,6.304,
[SC96] GC 109,263.90,-37.40,,,6.32,
HD  52902,105.0983967250888,-49.1350506893313,1.577,-21.440,6.56,
HD 221850,353.8801861545908,+32.1978684589755,34.964,3.221,6.53,
HD   7398,018.5049589884583,-13.4752550166158,42.601,32.697,6.860,
HD  85380,147.8400657778442,-06.1819244383355,-127.137,54.246,6.42,
HD  74190,130.5408848281038,-11.9660049623105,-29.326,-13.840,6.449,
* gam03 Oct,002.5090728804228,-82.2240468328757,-22.706,-20.267,5.283,
HD 161569,266.0179649776900,+45.0347012219088,0.29,15.17,6.74,
HD  22780,055.2827370244678,+37.5802024690751,23.268,-29.160,5.57,5.09
HD  59880,113.0111772141030,+02.7254027752419,-22.909,-11.043,6.85,
* k Psc,013.9937905162303,+27.2093809655706,-19.322,11.632,6.100,6.330
HD 223578,357.6017919899867,+63.7436289998514,-10.622,-2.502,6.92,
HD  69596,123.8468962926326,-50.4492218027593,-16.706,-6.880,6.418,
* kap Peg,326.16139677,+25.64503776,48.13,14.29,4.135,
HD 225218A,001.152442,+42.092536,-12.4,-10.7,6.14,
HD 133529,226.4488619416120,-25.7894801237853,0.433,-18.271,6.66,
HD 189563,300.6509232199908,-45.1960136765931,0.001,-1.406,6.551,
*  24 Tau,056.8376587891327,+24.1162676149726,20.802,-45.044,6.28,6.26
HD 163254,269.2933701568718,-41.9784188080036,1.193,-5.361,6.728,5.98
HD  13738,033.8694421044528,+52.5111066295905,-8.692,-21.903,6.940,10.010
HD  95314,165.0487194913256,-14.0833691780771,-9.892,-28.869,5.857,
* chi Vir,189.8115288470384,-07.9955669655450,-77.129,-23.967,4.643,
* kap Cru,193.4538312976787,-60.3762411762858,-5.046,-1.093,5.94,5.62
HD 178690,287.1570629671169,+24.1793054931756,-0.824,0.394,6.68,
HD  36584,081.74918226,-68.62254112,-10.26,-18.79,6.12,
*  57 Cnc B,133.5610271470558,+30.5794004742878,36.388,-24.722,6.25,
* tau08 Eri,058.4279240785186,-24.6122289417759,31.28,-7.49,4.623,
HD 145870,242.3480512812343,+63.4076395044460,5.365,-12.296,6.86,
*  16 Ari,032.8002303782062,+25.9369433998608,-8.578,-5.122,5.999,
HD 190222,302.0853071130238,-66.3546940435803,-10.769,-6.012,6.46,
* alf Sco,247.35191542,-26.43200261,-12.11,-23.30,0.91,4.08
HD 120640,207.9467328869759,-46.8986657951010,-18.19,-15.90,5.752,4.84
HD  86516,149.8672185831190,+21.3214850885336,-54.375,36.894,6.740,7.050
* omi Ari,041.1373824730195,+15.3118634287730,3.084,-17.109,5.777,
HD 221525,351.7538057571746,+87.3075084507877,75.736,16.724,5.560,
HD 195693,307.9925565808,+25.8049776581,40.60,-19.85,6.362,
HD 224128,358.8459109326585,+25.9549933785019,1.823,-9.800,6.500,9.830
HD 135454,229.1547887100196,-42.3701567382312,-22.159,-27.383,6.754,
HD  60513,113.5548229196022,-16.1877677700043,-78.340,132.572,6.72,
HD 200575,315.4792468323068,+57.0718558939421,3.049,5.442,6.690,6.050
HD  43028,093.3528574072595,-15.3841398861939,8.914,-7.683,6.84,
HD  28459,067.6600322302118,+32.4577707731817,6.968,-19.419,6.169,
HD  66607,120.3815304341897,-55.4546557953838,-16.017,7.671,6.265,
*  56 Her,253.7590045556516,+25.7306809028092,18.466,-19.589,6.064,
HD  51335,104.1459077822731,-08.3337344129978,-8.083,-4.646,6.93,
HD  42477,092.8662955865979,+13.6385631706345,-3.641,-17.965,6.036,
HD  61017,114.1718844521258,-14.4436138320219,-7.311,0.785,6.681,6.37
HD 207376,327.4393596365590,-46.6110008748855,28.230,-36.951,6.97,
*  83 Cnc,139.7452377231899,+17.7052645189919,-135.130,-105.267,6.64,7.05
* eps Ari,044.80302232,+21.34043264,-13.74,-5.12,4.63,4.75
HD 212180,335.8526821913599,-46.6685920435299,-12.341,14.003,6.925,
* alf Pav,306.41190437,-56.73508973,6.90,-86.02,1.918,1.03
* kap Tel,283.1651848273422,-52.1073729611130,38.760,-95.997,5.173,
HD  26994,063.8614609803357,-16.4451735775931,-5.53,1.28,6.863,6.15
* zet Cyg,318.2341080612,+30.2269154631,6.51,-68.21,3.21,4.96
HD  25038,059.2574042360924,-40.0369395716470,7.179,9.897,6.96,
* eps Equ B,314.768423629,+04.293559756,-102.0,-152.0,6.31,
HD  58192,110.9742376338006,-17.4134348809883,-70.552,-22.109,6.83,
V* T Cyg,311.7948016268663,+34.3741214911717,39.637,8.068,4.930,
HD  33441,078.6607764503909,+63.1269398824176,-6.741,-6.886,6.89,
* zet Crv,185.1401744076287,-22.2158998217264,-108.747,-27.825,5.21,4.73
HD 219914,349.9988952158558,-47.5401446998205,14.296,6.436,6.82,
HD  12680,030.4590045800765,-63.6226580089916,39.288,41.334,6.87,
HD  22676,052.4953980342204,-78.3518503647439,-12.070,-27.055,5.668,
HD 143902,241.0742420945991,-33.2137142935629,-29.221,-32.568,6.086,
HD  22675,054.6218871758449,-07.3918621584277,-2.429,-62.649,5.849,
HD  24616,058.4977679833647,-23.1370754999680,336.157,-298.504,6.71,
V* IS Vel,122.4298102469532,-47.9371922501988,-6.586,9.817,5.217,4.12
HD 111572,192.4085013276990,+48.7400173243083,-20.579,-6.618,6.495,
* l Vel,138.9029505316778,-38.5699417592512,-70.78,-10.08,4.94,7.11
HD 104839,181.0696023635253,-51.4725143264609,-33.216,-10.149,6.47,
* 110 Vir,225.7251581813,+02.0913040081,-54.89,13.34,4.40,6.31
* omi02 Cen,172.9533328746784,-59.5156464645079,-7.124,0.970,5.14,5.52
HD 194040,305.9097257380980,-05.2661948579920,175.201,-9.441,6.74,
HD 180885,289.9166465137722,-35.4214557561748,5.62,-11.63,5.579,4.88
HD  12204,029.8793202678220,-13.8724601689590,24.435,9.422,6.85,
* eta Crv,188.0176105425,-16.1960045758,-425.17,-57.23,4.294,
HD 125150,214.5989893864142,-33.2205553835159,-74.039,-40.080,6.536,
HD 126251A,216.170217875,-11.669705144,-75.2,-23.6,6.82,
HD 185837,294.93717453,+33.97893872,-3.21,12.44,6.090,6.300
*   4 Ser,228.9544899598268,+00.3721377069474,-106.990,12.433,5.623,
HD  10998,026.9118070468579,-20.8451730979032,27.433,-44.492,6.540,
HD  91805,158.7933852142704,-43.6645859505344,-46.520,30.750,6.10,7.75
